"","Domain","Phylum","Class","Order","Family","Genus","Species","Trophic.Mode","Guild","Trait","Confidence.Ranking","Notes","Citation.Source","Genus_species"
"ASV1612","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","NA","Pathotroph-Symbiotroph","Ericoid Mycorrhizal","NULL","Probable","NULL","Newsham 2011. New Phytologist 190:783-793 (as DSE)","Oidiodendron_NA"
"ASV1613","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1614","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1615","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Eutypa","spinosa","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Eutypa_spinosa"
"ASV1616","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Kondoaceae","Bensingtonia","NA","Saprotroph","Undefined Saprotroph","NULL","Highly Probable","NULL","Kurtzman CP, et al. (eds.) 2011. The Yeasts, a Taxonomic Study. Fifth Edition. Vols 1-3. Elsevier, San Diego","Bensingtonia_NA"
"ASV1618","Fungi","Ascomycota","Sordariomycetes","Glomerellales","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1620","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Neocucurbitaria_NA"
"ASV1621","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","NA","Saprotroph","Undefined Saprotroph","White Rot","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Xylodon_NA"
"ASV1622","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Ciliophora","NA","-","-","-","-","Unassigned","-","Ciliophora_NA"
"ASV1624","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","cladodes","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Arthrobotrys_cladodes"
"ASV1625","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Biscogniauxia","nummularia","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Biscogniauxia_nummularia"
"ASV1627","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","NA","Rhopalophora","clavispora","-","-","-","-","Unassigned","-","Rhopalophora_clavispora"
"ASV1628","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Phaeoisaria","sparsa","Saprotroph","Undefined Saprotroph-Wood Saprotroph","Soft Rot","Probable","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688","Phaeoisaria_sparsa"
"ASV1629","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Soft Rot","Possible","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:125688","Alternaria_NA"
"ASV1630","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","intumescens","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Lecanora_intumescens"
"ASV1631","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Gorgomyces","NA","-","-","-","-","Unassigned","-","Gorgomyces_NA"
"ASV1632","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Pleurothecium","semifecundum","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Pleurothecium_semifecundum"
"ASV1633","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1634","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","NA","Saprotroph","Undefined Saprotroph","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Debaryomyces_NA"
"ASV1635","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces","ergatensis","Saprotroph","Undefined Saprotroph","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Scheffersomyces_ergatensis"
"ASV1636","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","impudicus","Saprotroph","Litter Saprotroph-Soil Saprotroph-Wood Saprotroph","NULL","Probable","Common name - stinkhorn; Saprobic, on soil or decaying wood, with spores dispersed by insects that are attracted to the fruit bodies by their distictive foetid smell (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Phallus_impudicus"
"ASV1638","Fungi","Ascomycota","Eurotiomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1639","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Neocucurbitaria_NA"
"ASV1641","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Soft Rot","Highly Probable","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx","Stemphylium_NA"
"ASV1642","Fungi","Ascomycota","Lecanoromycetes","Candelariales","Candelariaceae","Candelariella","aurella","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Candelariella_aurella"
"ASV1644","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","vinosa","Saprotroph","Wood Saprotroph","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Orbilia_vinosa"
"ASV1645","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Eutypa","spinosa","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Eutypa_spinosa"
"ASV1648","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1649","Fungi","Basidiomycota","Microbotryomycetes","Microbotryomycetes_ord_Incertae_sedis","Microbotryomycetes_fam_Incertae_sedis","Colacogloea","NA","Pathotroph","Fungal Parasite","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Colacogloea_NA"
"ASV1650","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","nigrescens","Pathotroph","Plant Pathogen","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Gibellulopsis_nigrescens"
"ASV1651","Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1653","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","aurantiacum","Saprotroph","Wood Saprotroph","Soft Rot","Probable","NULL","Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688; http://www.apsnet.org/publications/commonnames/Pages/default.aspx","Scytalidium_aurantiacum"
"ASV1654","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Lentomitella","NA","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Lentomitella_NA"
"ASV1656","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Retiarius","NA","Saprotroph","Wood Saprotroph","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Retiarius_NA"
"ASV1657","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala","oblonga","Symbiotroph","Endophyte","NULL","Highly Probable","Dark Septate Endophyte, known from plant roots.","Newsham 2011. New Phytologist 190:783-793 (as DSE)","Phialocephala_oblonga"
"ASV1658","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","glabrata","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Lecanora_glabrata"
"ASV1661","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","NA","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal-Endophyte-Plant Pathogen-Wood Saprotroph","NULL","Possible","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645;  Jumpponen A, Trappe J. 1998. New Phytologist 140:295-310; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2014. Science 346:1256688","Chloridium_NA"
"ASV1662","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","hybocarpa","Symbiotroph","Lichenized","NULL","Highly Probable","NULL","Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)","Lecanora_hybocarpa"
"ASV1663","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","periconioides","Pathotroph-Symbiotroph","Ericoid Mycorrhizal","NULL","Probable","NULL","Newsham 2011. New Phytologist 190:783-793 (as DSE)","Oidiodendron_periconioides"
"ASV1664","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","NULL","Possible","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]","Coniochaeta_NA"
"ASV1665","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","eyrei","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Basidiodendron_eyrei"
"ASV1666","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","NA","Saprotroph","Wood Saprotroph","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Orbilia_NA"
"ASV1667","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","eyrei","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Basidiodendron_eyrei"
"ASV1670","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Ciliophora","NA","-","-","-","-","Unassigned","-","Ciliophora_NA"
"ASV1671","Fungi","Rozellomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1672","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1673","Fungi","Rozellomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1674","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterobrevium","constrictum","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Hysterobrevium_constrictum"
"ASV1677","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","NA","Saprotroph","Wood Saprotroph","NULL","Probable","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Orbilia_NA"
"ASV1680","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1681","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Pleurothecium","semifecundum","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Pleurothecium_semifecundum"
"ASV1683","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterobrevium","constrictum","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Hysterobrevium_constrictum"
"ASV1684","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","brevicompactum","Saprotroph","Undefined Saprotroph","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Penicillium_brevicompactum"
"ASV1687","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","NA","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","NULL","Possible","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]","Coniochaeta_NA"
"ASV1689","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","NA","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","NULL","Probable","Necrotrophic or saprobic on woody plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)","Neocucurbitaria_NA"
"ASV1690","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Cystobasidiopsis","lophatheri","Saprotroph","Undefined Saprotroph","NULL","Probable","NULL","Tedersoo L, et al. 2014. Science 346:1256688","Cystobasidiopsis_lophatheri"
"ASV1691","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys","NA","Saprotroph","Undefined Saprotroph","NULL","Possible","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158","Blastobotrys_NA"
"ASV1694","Fungi","Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1697","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","obscurella","Symbiotroph","Lichenized","NULL","Highly Probable","Lichenized with green algae on well-lit rocks and bark, present particularly in nutrient-enriched habitats such as those affected by bird droppings (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","Caloplaca_obscurella"
"ASV1704","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Suttonomyces","rosae","-","-","-","-","Unassigned","-","Suttonomyces_rosae"
"ASV1705","Fungi","Monoblepharomycota","Sanchytriomycetes","Sanchytriales","Sanchytriaceae","Sanchytrium","NA","-","-","-","-","Unassigned","-","Sanchytrium_NA"
"ASV1706","Fungi","Ascomycota","Sordariomycetes","NA","NA","NA","NA","-","-","-","-","Unassigned","-","NA_NA"
"ASV1707","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","NA","NA","Pathotroph-Saprotroph","Fungal Parasite-Undefined Saprotroph","NULL","Possible","Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge","NA_NA"
